Change ID,Impact Level,Change Type,Category Code,Category Name,Substantive,Confidence (%),Change Summary,Old Document Location (Page),Old Document Section,Old Requirement Text,New Document Location (Page),New Document Section,New Requirement Text,Numerical Changes,Obligation Analysis,Impact Explanation
CHG-0203,LOW,MODIFIED,C15,Reference / Cross-Reference Change,Yes,43,Section Page 7 -> Page 21. Category: Reference / Cross-Reference Change. Significant textual changes detected.,7,,"Export-Import Bank of India Act, 1981; the National Bank for Agriculture and Rural Development Act, 1981; the National Bank For Financing",21,,access to the data relating to Indian operations of the bank simply on the ground that the processing is being undertaken there;,,,
CHG-0204,HIGH,MODIFIED,C07,Compliance Requirement,Yes,46,Section Page 6 -> 98. Category: Compliance Requirement. Obligation language removed: shall Significant textual changes detected.,6,,"i. the agreements that come into force before October 1, 2023, shall comply with the provisions of these Directions as on the agreement date",43,98,98. For the purpose of giving effect to the provisions of these Directions or in order to,,ObligationDirection.REMOVED: Obligation language removed: shall,
CHG-0205,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,40,Section (e) -> Page 20. Category: Threshold / Limit Change. Significant textual changes detected.,18,(e),(e) Public confidence and customer trust in REs is a prerequisite for their,20,,"(i)
publicise the same so as to ensure that its customers do not continue to deal with the service provider; and",,,
CHG-0206,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,42,Section Page 7 -> Page 30. Category: Threshold / Limit Change. Significant textual changes detected.,7,,"2 of the Credit Information Companies (Regulation) Act, 2005",30,,"(vii)
clauses requiring the service provider to provide details of data (related to the bank and its customers) captured, processed, and stored;",,,
CHG-0207,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,42,Section Page 19 -> (3). Category: Threshold / Limit Change. Significant textual changes detected.,19,,RE to the RBI within 6 hours of detection by the TPSP.,28,(3),"(3) it immediately notifies RBI in the event of breach of security, and leakage of",,,
CHG-0208,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,38,Section Page 1 -> (vii). Category: Threshold / Limit Change. Significant textual changes detected.,1,,Regulated Entities (REs) have been extensively leveraging Information Technology,7,(vii),(vii) applications provided by financial sector regulators or institutions such as,,,
CHG-0209,HIGH,MODIFIED,C07,Compliance Requirement,Yes,41,Section 15 -> 84. Category: Compliance Requirement. Significant textual changes detected.,15,15,15. Legally binding agreement,34,84,84. In the event of termination of the outsourcing agreement for any reason in cases,,,
CHG-0210,HIGH,REMOVED,C02,Removed Requirement,Yes,90,"Content removed: Madam/Dear Sir,",1,,"Madam/Dear Sir,",,,,,,
CHG-0211,HIGH,REMOVED,C02,Removed Requirement,Yes,90,"Content removed: Yours faithfully,",2,,"Yours faithfully,",,,,,,
CHG-0212,HIGH,REMOVED,C02,Removed Requirement,Yes,90,"Content removed: DoS.CO.CSITEG/SEC.1/31.01.015/2023-24 April 10, 2023",5,,"DoS.CO.CSITEG/SEC.1/31.01.015/2023-24 April 10, 2023",,,,,,
CHG-0213,HIGH,REMOVED,C02,Removed Requirement,Yes,90,Content removed: Preliminary,5,,Preliminary,,,,,,
CHG-0214,HIGH,REMOVED,C02,Removed Requirement,Yes,90,Content removed: 36 months from the date of issuance of this Master Direction whichever is earlie,5,,36 months from the date of issuance of this Master Direction whichever is earlier.,,,,,,
CHG-0215,HIGH,REMOVED,C02,Removed Requirement,Yes,90,Content removed: (preferably) but not later than 12 months from the date of issuance of this,6,,(preferably) but not later than 12 months from the date of issuance of this,,,,,,
CHG-0216,HIGH,REMOVED,C02,Removed Requirement,Yes,90,Content removed: 3' and 'Tier 4' as defined in paragraphs 1.c and 1.d respectively of the,6,,3' and 'Tier 4' as defined in paragraphs 1.c and 1.d respectively of the,,,,,,
CHG-0217,HIGH,REMOVED,C02,Removed Requirement,Yes,90,Content removed: 'Scale Based Regulation (SBR): A Revised Regulatory Framework for,6,,'Scale Based Regulation (SBR): A Revised Regulatory Framework for,,,,,,
CHG-0218,HIGH,REMOVED,C02,Removed Requirement,Yes,90,Content removed: NBFCs' (hereinafter referred to as 'NBFCs').,6,,NBFCs' (hereinafter referred to as 'NBFCs').,,,,,,
CHG-0219,HIGH,REMOVED,C02,Removed Requirement,Yes,90,"Content removed: Development ('NaBFID'), National Housing Bank ('NHB') and Small",7,,"Development ('NaBFID'), National Housing Bank ('NHB') and Small",,,,,,
CHG-0220,HIGH,REMOVED,C02,Removed Requirement,Yes,90,Content removed: Industries Development Bank of India ('SIDBI') as established by the,7,,Industries Development Bank of India ('SIDBI') as established by the,,,,,,
CHG-0221,HIGH,REMOVED,C02,Removed Requirement,Yes,90,"Content removed: Infrastructure and Development Act, 2021; National Housing Bank Act,",7,,"Infrastructure and Development Act, 2021; National Housing Bank Act,",,,,,,
CHG-0222,HIGH,REMOVED,C02,Removed Requirement,Yes,90,"Content removed: 1987 and the Small Industries Development Bank of India Act, 1989, respectively ",7,,"1987 and the Small Industries Development Bank of India Act, 1989, respectively (hereinafter referred to as 'All India Financial Institutions or",,,,,,
CHG-0223,HIGH,REMOVED,C02,Removed Requirement,Yes,90,"Content removed: Group
Transactions
and
Exposures'
issued
vide
circular",7,,"Group
Transactions
and
Exposures'
issued
vide
circular",,,,,,
CHG-0224,HIGH,REMOVED,C02,Removed Requirement,Yes,90,"Content removed: DBOD.No.BP.BC.96/21.06.102/2013-14 dated February 11, 2014, as amended from time",7,,"DBOD.No.BP.BC.96/21.06.102/2013-14 dated February 11, 2014, as amended from time to time.",,,,,,
CHG-0225,HIGH,REMOVED,C02,Removed Requirement,Yes,90,Content removed: Third-Party Service Provider (TPSP) for the purpose of this Master,9,,Third-Party Service Provider (TPSP) for the purpose of this Master,,,,,,
CHG-0226,HIGH,REMOVED,C02,Removed Requirement,Yes,90,Content removed: **********************************,31,,**********************************,,,,,,
CHG-0227,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: Table of Contents,,,,1,,Table of Contents,,,
CHG-0228,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: Managing Risks in Outsourcing) Directions, 2025.",,,,4,,"Managing Risks in Outsourcing) Directions, 2025.",,,
CHG-0229,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: Provided that a bank's existing Information Technology (IT) outsourcing agreemen,,,,4,,Provided that a bank's existing Information Technology (IT) outsourcing agreements regardless of whether they are due for renewal on or after the effective date of these,,,
CHG-0230,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: 'comply or explain' approach, which shall allow them to deviate from any specifi",,,,5,,"'comply or explain' approach, which shall allow them to deviate from any specific provision of those Directions, subject to examination and acceptance by RBI of a reasonably justifiable explanation for such deviation.",,,
CHG-0231,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: with a service provider which may be either a member of the group / conglomerate,,,,5,,"with a service provider which may be either a member of the group / conglomerate to which the bank belongs, or an unrelated party, which is located in India or elsewhere, for outsourcing of financial services like applications processing (loan origination, credit card), document processing, marketing and research, supervision of loans, data processing and back office related activities.",,,
CHG-0232,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (2),,,,5,(2),"(2) The provisions shall also apply, mutatis mutandis, to subcontracted activities. For",,,
CHG-0233,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (i),,,,5,(i),"(i) IT services as defined in paragraph 53(1) of these Directions, unless",,,
CHG-0234,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: specified otherwise in respective paragraphs of Chapter IV;,,,,5,,specified otherwise in respective paragraphs of Chapter IV;,,,
CHG-0235,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: housekeeping and janitorial services, security of the premises, and movement and",,,,6,,"housekeeping and janitorial services, security of the premises, and movement and archiving of records; and",,,
CHG-0236,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,6,(iii),(iii) audit-related assignments to Chartered Accountant firms which shall,,,
CHG-0237,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: continue to be governed by the instructions and guidelines issued by the,,,,6,,continue to be governed by the instructions and guidelines issued by the,,,
CHG-0238,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: Department of Supervision, RBI.",,,,6,,"Department of Supervision, RBI.",,,
CHG-0239,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 5,,,,6,5,5. The scope of provisions contained in Chapter IV shall be as under:,,,
CHG-0240,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (1),,,,6,(1),"(1) The provisions shall apply to a bank's material outsourcing of IT services, as",,,
CHG-0241,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,6,(iii),"(iii) application development, maintenance, and testing by Application Service",,,
CHG-0242,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (v)
cloud computing services;",,,,6,,"(v)
cloud computing services;",,,
CHG-0243,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vi),,,,6,(vi),(vi) managed security services; and,,,
CHG-0244,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vii),,,,6,(vii),(vii) management of IT infrastructure and technology services associated with,,,
CHG-0245,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: payment system ecosystem.,,,,6,,payment system ecosystem.,,,
CHG-0246,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (2),,,,6,(2),(2) The provisions shall not apply to the following services:,,,
CHG-0247,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: Provided that for the purpose of these Directions, the following indicative",,,,6,,"Provided that for the purpose of these Directions, the following indicative",,,
CHG-0248,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (but not exhaustive) list of entities shall be considered as REs - other,,,,6,,(but not exhaustive) list of entities shall be considered as REs - other,,,
CHG-0249,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: Co-operative Banks; Rural Co-operative Banks; and, Payment System",,,,7,,"Co-operative Banks; Rural Co-operative Banks; and, Payment System",,,
CHG-0250,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: Testing (PT), Information Systems Audit, and security review;",,,,7,,"Testing (PT), Information Systems Audit, and security review;",,,
CHG-0251,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,7,(iv),(iv) procurement of IT hardware or appliances;,,,
CHG-0252,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (v),,,,7,(v),"(v) acquisition of IT software, product or application (e.g., Core Banking",,,
CHG-0253,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: Solution (CBS), database, and security solutions) on a licence or subscription b",,,,7,,"Solution (CBS), database, and security solutions) on a licence or subscription basis, and any enhancements made to such licensed third- party applications by the vendor (as upgrades) or on specific change request made by a bank;",,,
CHG-0254,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vi),,,,7,(vi),"(vi) any maintenance service (including security patches, and bug fixes) for IT",,,
CHG-0255,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: infrastructure or licensed products, provided by the Original Equipment",,,,7,,"infrastructure or licensed products, provided by the Original Equipment",,,
CHG-0256,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: Manufacturer (OEM) themselves, in order to ensure continued usage of the same by",,,,7,,"Manufacturer (OEM) themselves, in order to ensure continued usage of the same by the bank;",,,
CHG-0257,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: Clearing Corporation of India Limited (CCIL), National Stock Exchange",,,,7,,"Clearing Corporation of India Limited (CCIL), National Stock Exchange",,,
CHG-0258,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (NSE), and Bombay Stock Exchange (BSE);",,,,7,,"(NSE), and Bombay Stock Exchange (BSE);",,,
CHG-0259,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (viii),,,,7,(viii),"(viii) platforms provided by entities such as Reuters, Bloomberg, and Society for",,,
CHG-0260,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: Worldwide Interbank Financial Telecommunication (SWIFT);,,,,7,,Worldwide Interbank Financial Telecommunication (SWIFT);,,,
CHG-0261,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (ix),,,,7,(ix),"(ix) any other off-the-shelf products (e.g., anti-virus software, and email",,,
CHG-0262,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (x),,,,7,(x),(x) services obtained by a bank as a sub-member of a Centralised Payment,,,
CHG-0263,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: System (CPS) from another RE;,,,,7,,System (CPS) from another RE;,,,
CHG-0264,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: C. Definitions,,,,8,,C. Definitions,,,
CHG-0265,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 6,,,,8,6,"6. In these Directions, unless the context otherwise requires,",,,
CHG-0266,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: corporate group or an entity that is external to the corporate group) by a bank ,,,,8,,"corporate group or an entity that is external to the corporate group) by a bank to perform activities on a continuing basis that would normally be undertaken by the bank itself, now or in the future. 'Continuing basis' shall include agreements for a limited period.",,,
CHG-0267,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: Concentration Risk Management) Directions, 2025, as amended from time to time, f",,,,8,,"Concentration Risk Management) Directions, 2025, as amended from time to time, for the purpose of intragroup transactions and exposures;",,,
CHG-0268,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: have been defined in their respective Chapters as per their applicability.,,,,8,,have been defined in their respective Chapters as per their applicability.,,,
CHG-0269,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 8,,,,8,8,8. All other expressions unless defined herein shall have the same meaning as have,,,
CHG-0270,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: of its Board and Senior Management, who have the ultimate responsibility for the",,,,9,,"of its Board and Senior Management, who have the ultimate responsibility for the outsourced activity.",,,
CHG-0271,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: A. Board-Approved Policy,,,,9,,A. Board-Approved Policy,,,
CHG-0272,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 10,,,,9,10,10. A bank intending to outsource any of its financial or IT activities shall put in place,,,
CHG-0273,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: corresponding comprehensive Board-approved outsourcing policy, the coverage of w",,,,9,,"corresponding comprehensive Board-approved outsourcing policy, the coverage of which is indicated in paragraph 20 and paragraph 57, respectively.",,,
CHG-0274,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: B. Key Responsibilities,,,,9,,B. Key Responsibilities,,,
CHG-0275,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: applicable for financial or IT outsourcing, shall be responsible for putting in ",,,,9,,"applicable for financial or IT outsourcing, shall be responsible for putting in place a framework to evaluate the risks and materiality of all existing and prospective outsourcing
arrangements,
laying
down
appropriate
approval
authorities depending on risks and materiality, and undertaking regular review.",,,
CHG-0276,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (1)
the Board, or a Committee of the Board to which powers have been delegated, ",,,,9,,"(1)
the Board, or a Committee of the Board to which powers have been delegated, shall be responsible, inter alia, for:",,,
CHG-0277,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (i),,,,9,(i),(i) approving a framework to evaluate the risks and materiality of all,,,
CHG-0278,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (ii),,,,9,(ii),(ii) laying down appropriate approval authorities for outsourcing depending,,,
CHG-0279,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: on risks and materiality;,,,,9,,on risks and materiality;,,,
CHG-0280,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,9,(iii),(iii) undertaking regular review of outsourcing strategies and arrangements,,,
CHG-0281,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: for their continued relevance, and safety and soundness;",,,,9,,"for their continued relevance, and safety and soundness;",,,
CHG-0282,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,9,(iv),"(iv) deciding on business activities of a material nature to be outsourced,",,,
CHG-0283,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: and approving such arrangements;,,,,9,,and approving such arrangements;,,,
CHG-0284,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (v),,,,9,(v),(v) reviewing records of all material outsourcing on half-yearly basis; and,,,
CHG-0285,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vi),,,,10,(vi),(vi) ensuring submission of an Annual Compliance Certificate giving the,,,
CHG-0286,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: particulars of contracts for outsourcing of financial services, the prescribed p",,,,10,,"particulars of contracts for outsourcing of financial services, the prescribed periodicity of audit by internal or external auditor, major findings of the audit, and action taken to the Department of Supervision,",,,
CHG-0287,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (i)
monitor the system of internal audit of all outsourced activities; and",,,,10,,"(i)
monitor the system of internal audit of all outsourced activities; and",,,
CHG-0288,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (ii)
review the ageing analysis of entries pending reconciliation with outsource",,,,10,,"(ii)
review the ageing analysis of entries pending reconciliation with outsourced vendors and make efforts to reduce the old outstanding items therein at the earliest.",,,
CHG-0289,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (ii),,,,10,(ii),(ii) approving policies to evaluate the risks and materiality of all existing and,,,
CHG-0290,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: prospective outsourcing arrangements;,,,,10,,prospective outsourcing arrangements;,,,
CHG-0291,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,10,(iii),(iii) setting up suitable administrative framework of Senior Management;,,,
CHG-0292,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,10,(iv),(iv) ensuring either by itself or through its Committee that there is no conflict of,,,
CHG-0293,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: interest arising out of third-party engagements, especially when permitting an e",,,,10,,"interest arising out of third-party engagements, especially when permitting an exception to the requirement that the service provider of outsourced services, if not a group company, shall not be owned or controlled by any director, key managerial personnel, approver of the outsourcing arrangement, or their relatives as indicated under the proviso to paragraph 54 of these Directions; and",,,
CHG-0294,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: Management on the monitoring and control activities.,,,,10,,Management on the monitoring and control activities.,,,
CHG-0295,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: A. Definitions,,,,11,,A. Definitions,,,
CHG-0296,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: means arrangements, which if disrupted, have the potential to significantly impa",,,,11,,"means arrangements, which if disrupted, have the potential to significantly impact the business operations, reputation or profitability of a bank. 'Materiality' of outsourcing shall be based on the:",,,
CHG-0297,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (i)
level of importance to the bank of the activity being outsourced;",,,,11,,"(i)
level of importance to the bank of the activity being outsourced;",,,
CHG-0298,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (ii)
potential impact of the outsourcing on the bank on various parameters such ",,,,11,,"(ii)
potential impact of the outsourcing on the bank on various parameters such as earnings, solvency, liquidity, funding, capital, and risk profile;",,,
CHG-0299,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,11,(iii),"(iii) likely impact on the bank's reputation and brand value, and ability to achieve",,,
CHG-0300,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: its business objectives, strategy, and plans, should the service provider fail t",,,,11,,"its business objectives, strategy, and plans, should the service provider fail to perform the service;",,,
CHG-0301,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,11,(iv),(iv) cost of the outsourcing as a proportion of total operating costs of the bank;,,,
CHG-0302,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (v)
aggregate exposure to that particular service provider, in cases where the b",,,,11,,"(v)
aggregate exposure to that particular service provider, in cases where the bank outsources various functions to the same service provider.",,,
CHG-0303,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 15,,,,11,15,15. A bank which chooses to outsource financial services shall however not outsource,,,
CHG-0304,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: core management functions including Internal Audit, compliance function, and dec",,,,11,,"core management functions including Internal Audit, compliance function, and decision-making functions like determining compliance with KYC norms for opening deposit accounts, giving sanction for loans (including retail loans), and management of investment portfolio.",,,
CHG-0305,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: C. Authorisation, Accountability, and Oversight",,,,11,,"C. Authorisation, Accountability, and Oversight",,,
CHG-0306,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: approval from RBI whether the service provider is located in or outside India.,,,,11,,approval from RBI whether the service provider is located in or outside India.,,,
CHG-0307,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 17,,,,11,17,"17. As stated in paragraph 9, the outsourcing of any activity by a bank shall not",,,
CHG-0308,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: diminish its obligations including to its customers and RBI, and those of its Bo",,,,11,,"diminish its obligations including to its customers and RBI, and those of its Board and Senior Management, who have the ultimate responsibility for the outsourced activity. The bank shall, therefore, be responsible for the actions of its service provider including Direct Sales Agents (DSAs) / Direct Marketing Agents (DMAs) and recovery agents, and the confidentiality of information pertaining to the customers that is available with the service provider. The bank shall retain ultimate control of ",,,
CHG-0309,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: not impede or interfere with the ability of a bank to effectively oversee and ma,,,,12,,"not impede or interfere with the ability of a bank to effectively oversee and manage its activities, and fulfil its obligations;",,,
CHG-0310,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,12,(iv),(iv) outsourcing would not result in the compromise or weakening of a bank's,,,
CHG-0311,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: internal control, business conduct, or reputation;",,,,12,,"internal control, business conduct, or reputation;",,,
CHG-0312,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (v)
the service provider employs the same high standard of care in performing th",,,,12,,"(v)
the service provider employs the same high standard of care in performing the services as would be employed by the bank, if the activities were conducted within the bank and not outsourced; and",,,
CHG-0313,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vi),,,,12,(vi),"(vi) the service provider, if not a subsidiary of the bank, shall not be owned or",,,
CHG-0314,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: controlled by any director or officer / employee of the bank or their relatives ,,,,12,,"controlled by any director or officer / employee of the bank or their relatives having the same meaning as assigned under Companies Act, 2013 and the",,,
CHG-0315,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: Rules framed thereunder, as amended from time to time.",,,,12,,"Rules framed thereunder, as amended from time to time.",,,
CHG-0316,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: and Suspicious Transactions Reports (STRs) to FIU or any other competent authori,,,,12,,and Suspicious Transactions Reports (STRs) to FIU or any other competent authority in respect of its customer related activities carried out by the service providers.,,,
CHG-0317,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: D. Governance Framework,,,,13,,D. Governance Framework,,,
CHG-0318,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: D.1 Outsourcing Policy,,,,13,,D.1 Outsourcing Policy,,,
CHG-0319,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: comprehensive outsourcing policy, approved by its Board, which shall incorporate",,,,13,,"comprehensive outsourcing policy, approved by its Board, which shall incorporate, inter alia, the following:",,,
CHG-0320,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (i)
criteria for selection of such activities, and service providers;",,,,13,,"(i)
criteria for selection of such activities, and service providers;",,,
CHG-0321,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,13,(iii),"(iii) delegation of authority depending on risks, and materiality; and",,,
CHG-0322,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,13,(iv),(iv) systems to monitor and review these activities.,,,
CHG-0323,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: D.2 Role of Senior Management,,,,13,,D.2 Role of Senior Management,,,
CHG-0324,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 21,,,,13,21,"21. The Senior Management of a bank shall, inter alia, be responsible for:",,,
CHG-0325,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (i)
evaluating the risks and materiality of all existing and prospective outsour",,,,13,,"(i)
evaluating the risks and materiality of all existing and prospective outsourcing, based on the framework approved by the Board or a Committee of the Board;",,,
CHG-0326,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (ii)
developing and implementing sound and prudent outsourcing policies and proc",,,,13,,"(ii)
developing and implementing sound and prudent outsourcing policies and procedures commensurate with the nature, scope, and complexity of the outsourcing;",,,
CHG-0327,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,13,(iii),(iii) reviewing periodically the effectiveness of policies and procedures;,,,
CHG-0328,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,13,(iv),(iv) communicating information pertaining to material outsourcing risks to the,,,
CHG-0329,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: Board in a timely manner;,,,,13,,Board in a timely manner;,,,
CHG-0330,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (v)
ensuring that contingency plans, based on realistic and probable disruptive ",,,,13,,"(v)
ensuring that contingency plans, based on realistic and probable disruptive scenarios, are in place and tested;",,,
CHG-0331,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vi),,,,13,(vi),(vi) ensuring that there is independent review and audit for compliance with set,,,
CHG-0332,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: policies; and,,,,13,,policies; and,,,
CHG-0333,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vii),,,,13,(vii),(vii) undertaking periodic review of outsourcing arrangements to identify new,,,
CHG-0334,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: material outsourcing risks as they arise.,,,,13,,material outsourcing risks as they arise.,,,
CHG-0335,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: E. Risk Management,,,,14,,E. Risk Management,,,
CHG-0336,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 22,,,,14,22,22. A bank shall evaluate and guard against the following key risks when entering into,,,
CHG-0337,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: outsourcing arrangements:,,,,14,,outsourcing arrangements:,,,
CHG-0338,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (i)
Strategic Risk - such as where the service provider conducts business on its",,,,14,,"(i)
Strategic Risk - such as where the service provider conducts business on its own behalf, inconsistent with the overall strategic goals of the bank.",,,
CHG-0339,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (ii)
Reputation Risk - such as where the service provider delivers poor service,",,,,14,,"(ii)
Reputation Risk - such as where the service provider delivers poor service, or its customer interactions are inconsistent with the overall standards of the bank.",,,
CHG-0340,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,14,(iii),"(iii) Compliance Risk - such as where, owing to outsourcing, the privacy,",,,
CHG-0341,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: consumer, and prudential laws are not adequately complied with.",,,,14,,"consumer, and prudential laws are not adequately complied with.",,,
CHG-0342,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,14,(iv),"(iv) Operational Risk - which may arise due to technology failure, fraud, error,",,,
CHG-0343,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: or inadequate financial capacity of the service provider to fulfil obligations o,,,,14,,or inadequate financial capacity of the service provider to fulfil obligations or to provide remedies.,,,
CHG-0344,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (v)
Legal Risk - where a bank is subjected to, inter alia, fines, penalties, or ",,,,14,,"(v)
Legal Risk - where a bank is subjected to, inter alia, fines, penalties, or punitive damages resulting from supervisory actions, or private settlements due to omissions and commissions by the service provider.",,,
CHG-0345,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vi),,,,14,(vi),(vi) Exit Strategy Risk - may arise when a bank becomes over reliant on one,,,
